"B_IBLOCK_ELEMENT.XML_ID";"ELEMENT_ID";"SECTION_ID";"Раздел";"Артикул";"Штрихкод";"Название";"Описание";"ТМ";"Страна бренда";"Производитель";"Страна производства";"Картинка";"Фото";"Цвет";"Размер";"Материал";"Вибрация";"Дист.управление";"Влагозащита";"Элементы питания";"Длина";"Рабочая длина";"Ширина изделия (см)";"Высота изделия (см)";"Диаметр";"Диаметр макс.";"Диаметр внутр.";"Нетто";"Брутто";"Д упак.";"Ш упак.";"В упак.";"Объем";"Срок годности";"Новинка";"Цена оптовая";"Цена клиента";"Остаток на складе";"Ссылка на товар"
"c76942e8-18e4-11eb-659f-0018fe336c50";"29513";"299";"Анальные стимуляторы/Pretty Love";"BI-040086W-MR";"6959532332377";"Вибропробка с пультом Mr.Play, 12 режимов, USB, силикон, черная, 33x125 мм";"MR.PLAY

Вибропробка конической формы с утолщением в основании, удобная для введения. Сделана из высококачественного бархатистого силикона.
Характеристики:
 - Вибрация — 12 видов;
 - Длина — 12,5 см;
 - Диаметр — 3,2 см;
 - Элементы питания — встроенный аккумулятор;
 - Вес — 131 грамм.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/1e6/c76942e8-18e4-11eb-659f-0018fe336c50_1d16497a-1908-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/430/c76942e8-18e4-11eb-659f-0018fe336c50_1dec552e-1908-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/dfb/c76942e8-18e4-11eb-659f-0018fe336c50_1ea5e1f6-1908-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/894/c76942e8-18e4-11eb-659f-0018fe336c50_1ee6935e-1908-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/4d9/c76942e8-18e4-11eb-659f-0018fe336c50_1fab1d64-1908-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"42";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_s_pultom_mr_play_12_rezhimov_usb_silikon_chernaya_33x125_mm/"
"93ae8236-18e6-11eb-659f-0018fe336c50";"29515";"299";"Анальные стимуляторы/Pretty Love";"BW-008098Q-MR";"6959532332148";"Пробка расширяющаяся с грушей Mr.Play, силикон, чёрная, 38x130 мм";"MR.PLAY

Пробка конической формы, удобная для введения, с дополнительной функцией расширения. Сделана из бархатистого силикона.
Характеристики:
 - Длина — 13 см;
 - Диаметр — 3,8 см;
 - Вес — 150 грамм.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/547/93ae8236-18e6-11eb-659f-0018fe336c50_19b6542e-190c-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/4ea/93ae8236-18e6-11eb-659f-0018fe336c50_19e6346e-190c-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/df7/93ae8236-18e6-11eb-659f-0018fe336c50_1a169fbe-190c-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/edc/93ae8236-18e6-11eb-659f-0018fe336c50_1a454b3e-190c-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/4ae/93ae8236-18e6-11eb-659f-0018fe336c50_1a7f5b58-190c-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"26";"https://www.xmarket.ru/catalog/pretty_love/probka_rasshiryayushchayasya_s_grushey_mr_play_silikon_chyernaya_38x130_mm/"
"66f50c62-18e9-11eb-659f-0018fe336c50";"29516";"299";"Анальные стимуляторы/Pretty Love";"BI-210214-MR";"6959532332384";"Вибропробка Mr.Play, 10 режимов, силикон, чёрная, 40x118 мм";"MR.PLAY

Вибропробка оригинальной формы - легко вводится, деликатно стимулирует изнутри. Вибропуля в основании пробки одновременно служит ограничителем для ьезопасного использования и для стимуляции нервных окончаний анального кольца. Сделана из высококачественного бархатистого силикона.
Характеристики:
 - Вибрация — 10 видов;
 - Длина — 11,8 см;
 - Диаметр — 4 см в самой широкой части;
 - Элементы питания — 1 шт., тип ААА;
 - Вес — 74 грамма.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/8a3/66f50c62-18e9-11eb-659f-0018fe336c50_ae71f398-1911-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/476/66f50c62-18e9-11eb-659f-0018fe336c50_b20a27be-1911-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/7b7/66f50c62-18e9-11eb-659f-0018fe336c50_b253c20c-1911-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/ffb/66f50c62-18e9-11eb-659f-0018fe336c50_b28534fe-1911-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/96f/66f50c62-18e9-11eb-659f-0018fe336c50_b2b2998a-1911-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"24";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_mr_play_10_rezhimov_silikon_chyernaya_40x118_mm/"
"26649a8a-18e6-11eb-659f-0018fe336c50";"29518";"299";"Анальные стимуляторы/Pretty Love";"BW-008098DAQ-MR";"6959532331974";"Вибропробка расширяющаяся Mr.Play, латекс, чёрная, 38x135 мм";"MR.PLAY

Вибропробка удлиненной формы, удобная для введения, с дополнительной функцией автоматического расширения. Сделана из упругого латекса.
Характеристики:
 - Вибрация — 12 видов;
 - Длина — 12,8 см;
 - Диаметр — 3,8 см;
 - Элементы питания — 3 шт., тип АА;
 - Вес — 310 грамм.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/cb1/26649a8a-18e6-11eb-659f-0018fe336c50_e487522c-190a-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/ed2/26649a8a-18e6-11eb-659f-0018fe336c50_e4e4cae2-190a-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/660/26649a8a-18e6-11eb-659f-0018fe336c50_e5c1f50c-190a-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/0d9/26649a8a-18e6-11eb-659f-0018fe336c50_e62fd162-190a-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/53e/26649a8a-18e6-11eb-659f-0018fe336c50_e5f76a52-190a-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"38";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_rasshiryayushchayasya_mr_play_lateks_chyernaya_38x135_mm/"
"af0cff76-18e1-11eb-659f-0018fe336c50";"29519";"299";"Анальные стимуляторы/Pretty Love";"BI-040045W-MR";"6959532331813";"Вибропробка на присоске с пультом Mr.Play, 12 режимов, USB, силикон, черная, 33x110 мм";"MR.PLAY

Вибропробка удобной для введения формы имеет ограничительное основание-присоску для безопасного использования. Сделана из высококачественного бархатистого силикона.
Характеристики:
 - Вибрация — 12 видов;
 - Длина — 11 см;
 - Диаметр — 3,3 см;
 - Элементы питания — встроенный аккумулятор;
 - Вес — 115 грамм.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/0e5/af0cff76-18e1-11eb-659f-0018fe336c50_e46c47ae-18fe-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/00a/af0cff76-18e1-11eb-659f-0018fe336c50_e4a70c0e-18fe-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/fec/af0cff76-18e1-11eb-659f-0018fe336c50_e4cb0582-18fe-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/da7/af0cff76-18e1-11eb-659f-0018fe336c50_e57417ee-18fe-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/830/af0cff76-18e1-11eb-659f-0018fe336c50_e61c588c-18fe-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"44";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_na_prisoske_s_pultom_mr_play_12_rezhimov_usb_silikon_chernaya_33x110_mm/"
"6a82786c-18e2-11eb-659f-0018fe336c50";"29520";"299";"Анальные стимуляторы/Pretty Love";"BI-040053-MR";"6959532331851";"Вибропробка с массажем простаты Mr.Play, 7+4 режимов, USB, силикон, черная, 30x127 мм";"MR.PLAY

Вибропробка удобной для введения формы имеет ограничительное основание для безопасного использования. Подвижные шарики в кончике пробки воздействуют непосредственно на простату четырьмя различными режимами массажа. Сделана из высококачественного бархатистого силикона.
Характеристики:
 - Вибрация — 7 режимов;
 - Массаж простаты — 4 режима;
 - Длина — 12,7 см;
 - Диаметр — 3,0 см;
 - Элементы питания — встроенный аккумулятор;
 - Вес — 87 грамм.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/8a4/6a82786c-18e2-11eb-659f-0018fe336c50_03de379a-1900-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/c87/6a82786c-18e2-11eb-659f-0018fe336c50_069384d6-1900-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/9c0/6a82786c-18e2-11eb-659f-0018fe336c50_07191f4c-1900-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/d52/6a82786c-18e2-11eb-659f-0018fe336c50_07bcc6ce-1900-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/e6f/6a82786c-18e2-11eb-659f-0018fe336c50_08067d1e-1900-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"18";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_s_massazhem_prostaty_mr_play_7_4_rezhimov_usb_silikon_chernaya_30x127_mm/"
"9314333a-18e5-11eb-659f-0018fe336c50";"29521";"299";"Анальные стимуляторы/Pretty Love";"BI-040082-MR";"6959532332049";"Вибропробка Mr.Play, 12 режимов, USB, силикон, черная, 31x128 мм";"MR.PLAY

Вибропробка удлиненной формы, удобная для введения. Сделана из высококачественного бархатистого силикона.
Характеристики:
 - Вибрация — 12 видов;
 - Длина — 12,8 см;
 - Диаметр — 3,1 см;
 - Элементы питания — встроенный аккумулятор;
 - Вес — 114 грамм.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/084/9314333a-18e5-11eb-659f-0018fe336c50_be404e1c-1909-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/1f6/9314333a-18e5-11eb-659f-0018fe336c50_befb8772-1909-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/b20/9314333a-18e5-11eb-659f-0018fe336c50_bf842546-1909-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/563/9314333a-18e5-11eb-659f-0018fe336c50_bfeb0c98-1909-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/545/9314333a-18e5-11eb-659f-0018fe336c50_c14b50ac-1909-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"36";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_mr_play_12_rezhimov_usb_silikon_chernaya_31x128_mm/"
"d43bfeda-18e3-11eb-659f-0018fe336c50";"29524";"299";"Анальные стимуляторы/Pretty Love";"BI-040076W-MR";"6959532331820";"Вибропробка на присоске с пультом Mr.Play, 12 режимов, USB, силикон, черная, 34x108 мм";"MR.PLAY

Вибропробка удобной для введения формы имеет ограничительное основание-присоску для безопасного использования. Сделана из высококачественного бархатистого силикона.
Характеристики:
 - Вибрация — 12 видов;
 - Длина — 10,8 см;
 - Диаметр — 3,4 см;
 - Элементы питания — встроенный аккумулятор;
 - Вес — 93 грамма.";"MR?PLAY";"Китай";"Liaoyang Baile Health Care Product Co.,Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/698/d43bfeda-18e3-11eb-659f-0018fe336c50_02df64b2-1901-11eb-659f-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/e78/d43bfeda-18e3-11eb-659f-0018fe336c50_03f36fa6-1901-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/e65/d43bfeda-18e3-11eb-659f-0018fe336c50_04a1ccf4-1901-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/844/d43bfeda-18e3-11eb-659f-0018fe336c50_04e48ae4-1901-11eb-659f-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/b77/d43bfeda-18e3-11eb-659f-0018fe336c50_054f60c6-1901-11eb-659f-0018fe336c50.jpg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"29";"https://www.xmarket.ru/catalog/pretty_love/vibroprobka_na_prisoske_s_pultom_mr_play_12_rezhimov_usb_silikon_chernaya_34x108_mm/"
"fd804235-4ebf-11e4-8445-0021918c8075";"4864";"604";"Анальные стимуляторы/Rocks-Off";"7BTRV";"811041011661";"Вибропробка Butt-Boy, с дополнительной стимуляцией, силикон, красная, 45х125 мм";"Butt-Boy

Первая в мире анальная пробка, соединенная с вибростимулятором промежности. Это целая маленькая электростанция, и её энергия заставит вас извиваться от желания. Используйте Butt-Boy, сидя или стоя. Ваши руки при этом совершенно свободны, и вы сможете доставить удовольствие партнеру — или удвоить собственное.
Характеристики:

 - Длина — 12,5 см;
 - Диаметр — 4,5 см;
 - Вибрация — 7 видов;
 - Элементы питания — 1 шт., тип LR1.

";"Rocks-Off";"";"Rocks Off Ltd";"Великобритания";"https://www.xmarket.ru/upload/iblock/8f6/fd804235-4ebf-11e4-8445-0021918c8075_c3f522e9-4f6a-11e4-9280-001f2951184b.jpeg";"https://www.xmarket.ru/upload/iblock/2e8/fd804235-4ebf-11e4-8445-0021918c8075_c3f522ea-4f6a-11e4-9280-001f2951184b.jpeg; https://www.xmarket.ru/upload/iblock/976/fd804235-4ebf-11e4-8445-0021918c8075_c3f522eb-4f6a-11e4-9280-001f2951184b.jpeg; https://www.xmarket.ru/upload/iblock/517/fd804235-4ebf-11e4-8445-0021918c8075_c3f522ec-4f6a-11e4-9280-001f2951184b.jpeg; https://www.xmarket.ru/upload/iblock/3ca/fd804235-4ebf-11e4-8445-0021918c8075_c3f522ed-4f6a-11e4-9280-001f2951184b.jpeg";"Красный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"2051.4";"2051.4";"14";"https://www.xmarket.ru/catalog/rocks_off_2/vibroprobka_butt_boy_s_dopolnitelnoy_stimulyatsiey_silikon_krasnaya_45kh125_mm_661/"
"fd804233-4ebf-11e4-8445-0021918c8075";"4865";"604";"Анальные стимуляторы/Rocks-Off";"7BTKV";"811041011654";"Вибропробка Butt-Boy, с дополнительной стимуляцией, силикон, чёрная, 45x125 мм";"Butt-BoyПервая в мире анальная пробка, соединенная с вибростимулятором промежности. Это целая маленькая электростанция, и её энергия заставит вас извиваться от желания. Используйте Butt-Boy сидя или стоя. Ваши руки при этом совершенно свободны, и вы сможете доставить удовольствие партнёру — или удвоить собственное.Характеристики: - Длина — 12,5 см; - Диаметр — 4,5 см; - Вибрация — 7 видов; - Элементы питания — 1 шт., тип LR1.";"Rocks-Off";"";"Rocks Off Ltd";"Великобритания";"https://www.xmarket.ru/upload/iblock/86c/fd804233-4ebf-11e4-8445-0021918c8075_c3f522d2-4f6a-11e4-9280-001f2951184b.jpeg";"https://www.xmarket.ru/upload/iblock/910/fd804233-4ebf-11e4-8445-0021918c8075_c3f522d3-4f6a-11e4-9280-001f2951184b.jpeg; https://www.xmarket.ru/upload/iblock/ccb/fd804233-4ebf-11e4-8445-0021918c8075_c3f522d4-4f6a-11e4-9280-001f2951184b.jpeg; https://www.xmarket.ru/upload/iblock/1b5/fd804233-4ebf-11e4-8445-0021918c8075_c3f522d5-4f6a-11e4-9280-001f2951184b.jpeg; https://www.xmarket.ru/upload/iblock/5a6/fd804233-4ebf-11e4-8445-0021918c8075_fed3f57d-167a-11e6-931a-001f2951184b.jpeg";"Чёрный";"";"Силикон";"Есть";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"2051.4";"2051.4";"1";"https://www.xmarket.ru/catalog/rocks_off_2/vibroprobka_butt_boy_s_dopolnitelnoy_stimulyatsiey_silikon_chyernaya_45x125_mm/"
"7d1bf30c-8288-11e7-82af-95e36a701096";"7516";"604";"Анальные стимуляторы/Rocks-Off";"LICBLK";"811041013023";"Шарики Love in Chains на силиконой цепочке, диаметр 23 мм";"Love in ChainsЧувственность, страсть, похоть... Эти чувства пробудят у Вас стальные шарики на силиконовой цепочке Love in Chains! Идеально продуманная форма и вес доставят Вам предельное эротическое удовольствие с каждым движением тела.Характеристики: - Длина цепочки —  25 см; - Диаметр шариков — 2,3 см; - Вес — 140 грамм.
";"Rocks-Off";"";"Rocks Off Ltd";"Великобритания";"https://www.xmarket.ru/upload/iblock/951/7d1bf30c-8288-11e7-82af-95e36a701096_af5f14b1-9930-11e7-b137-00215ac05616.jpeg";"https://www.xmarket.ru/upload/iblock/96b/7d1bf30c-8288-11e7-82af-95e36a701096_af5f14b2-9930-11e7-b137-00215ac05616.jpeg; https://www.xmarket.ru/upload/iblock/ed9/7d1bf30c-8288-11e7-82af-95e36a701096_af5f14b3-9930-11e7-b137-00215ac05616.jpeg; https://www.xmarket.ru/upload/iblock/0a5/7d1bf30c-8288-11e7-82af-95e36a701096_af5f14b4-9930-11e7-b137-00215ac05616.jpeg; https://www.xmarket.ru/upload/iblock/97b/7d1bf30c-8288-11e7-82af-95e36a701096_af5f14b5-9930-11e7-b137-00215ac05616.jpeg";"Чёрный";"";"Хирургическая сталь";"Нет";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"1651";"1651";"1";"https://www.xmarket.ru/catalog/rocks_off_2/shariki_love_in_chains_na_silikonoy_tsepochke_diametr_23_mm/"
"bc391580-a218-11e8-82cc-0025ab65d3cb";"15158";"867";"Анальные стимуляторы/SHOTS - SONO";"SON050BLK";"8714273787835";"Анальный тоннель №50, 42-57x102 мм";"No.50 - Medium Hollow Tunnel Butt Plug - 4 Inch

Анальная пробка-тоннель внесёт в вашу сексуальную жизнь новые возможности. Она имеет три разных диаметра, начиная с наименьшего из них, и по мере введения диаметр нарастает! Полая трубка внутри пробки позволит вам использовать её разными способами! После введения пробки вы можете вставить в отверстие вибратор, ввести в него смазку или что-нибудь ещё. Пробка подойдет как новичкам, так и опытным энтузиастам анальных развлечений.
Характеристики:

 - Длина — 10.2 см;
 - Диаметры — 4,2 см, 5,1 см, 5,7 см;
 - Диаметр внутренний тоннеля — 2,3 см;
 - Вес — 178 грамм.

";"SONO";"";"Shots Media";"Голландия";"https://www.xmarket.ru/upload/iblock/85c/bc391580-a218-11e8-82cc-0025ab65d3cb_ba46ada8-a526-11e8-bf35-c9f473d39005.jpg";"https://www.xmarket.ru/upload/iblock/664/bc391580-a218-11e8-82cc-0025ab65d3cb_ba46ada9-a526-11e8-bf35-c9f473d39005.jpg; https://www.xmarket.ru/upload/iblock/6e0/bc391580-a218-11e8-82cc-0025ab65d3cb_ba46adaa-a526-11e8-bf35-c9f473d39005.jpg; https://www.xmarket.ru/upload/iblock/427/bc391580-a218-11e8-82cc-0025ab65d3cb_ba46adab-a526-11e8-bf35-c9f473d39005.jpg";"Чёрный";"";"TPE (Thermo Plastic Elastomer)";"Нет";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"1225.9";"1225.9";"1";"https://www.xmarket.ru/catalog/shots_sono/analnyy_tonnel_50_42_57x102_mm/"
"4632674e-6f62-11ea-2188-0018fe336c50";"19915";"2870";"Анальные стимуляторы/Sitabella";"8040";"2000044870018";"Анальная пробка с пушистым хвостом, 28x40 мм, длина хвоста 35 см";"Подробное описание:Анальная пробка с натуральным хвостом. Длина рабочей части пробки 4 см, максимальный диаметр достигает  2,8 см. Длина хвоста 30-35 см. Цвет — пятьдесят оттенков серого.";"Sitabella";"Россия";"ООО «СК-Визит»";"Россия";"https://www.xmarket.ru/upload/iblock/235/4632674e-6f62-11ea-2188-0018fe336c50_37636bd8-712d-11ea-2188-0018fe336c50.jpg";"";"";"";"";"Нет";"";"";"";"39";"4";"";"";"2.8";"";"";"";"0";"";"";"";"";"";"";"1129";"1129";"5";"https://www.xmarket.ru/catalog/sitabella_14/analnaya_probka_s_pushistym_khvostom_28x40_mm_dlina_khvosta_35_sm/"
"9511af18-3a06-11eb-6b9c-0018fe336c50";"29506";"2870";"Анальные стимуляторы/Sitabella";"8027";"4603766499192";"Анальная пробка с пушистым хвостом, 33х50 мм, длина хвоста 40 см";"Подробное описание:Анальная хромированная пробка с шикарным натуральным хвостом. Длина рабочей части пробки 5 см, максимальный диаметр достигает 3,3 см. Длина хвоста до 40 см.

";"Sitabella";"Россия";"ООО «СК-Визит»";"Россия";"https://www.xmarket.ru/upload/iblock/6e9/9511af18-3a06-11eb-6b9c-0018fe336c50_e0b932ae-3ab2-11eb-6b9c-0018fe336c50.jpg";"";"";"";"";"Нет";"";"";"";"45";"5";"";"";"3.3";"";"";"";"0";"";"";"";"";"";"";"1271";"1271";"3";"https://www.xmarket.ru/catalog/sitabella_14/analnaya_probka_s_pushistym_khvostom_33kh50_mm_dlina_khvosta_40_sm/"
"65be60b4-3a0e-11eb-6b9c-0018fe336c50";"29508";"2870";"Анальные стимуляторы/Sitabella";"SB-9011";"4603773512464";"Анальная пробка с пушистым хвостом, длина хвоста 33 см (серый писец)";"Подробное описание:Анальный плуг с натуральным серым пушистым хвостиком. Плуг изготовлен из приятного на ощупь материала TЭП, который мгновенно принимает температуру тела, что в сочетании с эргономичной формой обеспечит комфортное и безопасное использование. Ножка плуга изготовлена из ABS. Длина хвоста в пределах 30-33 см.

";"Sitabella";"Россия";"ООО «СК-Визит»";"Россия";"https://www.xmarket.ru/upload/iblock/ef1/65be60b4-3a0e-11eb-6b9c-0018fe336c50_607c163a-3ab5-11eb-969d-0018fe336c50.jpg";"";"";"";"TPE (Thermo Plastic Elastomer)";"Нет";"";"";"";"40";"7";"";"";"2.7";"";"";"";"0";"";"";"";"";"";"";"960";"960";"8";"https://www.xmarket.ru/catalog/sitabella_14/analnaya_probka_s_pushistym_khvostom_dlina_khvosta_33_sm_seryy_pisets/"
"4b4468ee-3a10-11eb-6b9c-0018fe336c50";"29509";"2870";"Анальные стимуляторы/Sitabella";"SB-9013";"4603773512655";"Анальная пробка с пушистым хвостом, длина хвоста 33 см (чернобурка)";"Подробное описание:Анальный плуг с натуральным пушистым хвостиком. Плуг изготовлен из приятного на ощупь материала TЭП, который мгновенно принимает температуру тела, что в сочетании с эргономичной формой обеспечит комфортное и безопасное использование. Ножка плуга изготовлена из ABS. Длина хвоста в пределах 30-33 см.

";"Sitabella";"Россия";"ООО «СК-Визит»";"Россия";"https://www.xmarket.ru/upload/iblock/932/4b4468ee-3a10-11eb-6b9c-0018fe336c50_c0ab31d0-3a15-11eb-6b9c-0018fe336c50.jpg";"";"";"";"TPE (Thermo Plastic Elastomer)";"Нет";"";"";"";"40";"7";"";"";"2.7";"";"";"";"0";"";"";"";"";"";"";"960";"960";"4";"https://www.xmarket.ru/catalog/sitabella_14/analnaya_probka_s_pushistym_khvostom_dlina_khvosta_33_sm_chernoburka/"
"65c98b48-b200-11e9-5795-0018fe336c50";"19367";"3498";"Анальные стимуляторы/WINYI";"WY0551-GR";"1658798464505";"Вибропробка для ношения с пультом Ava, жидкий силикон, USB, 10 режимов, 37x93 мм";"Ava
Вибропробка с плоским кончиком идеальна для использования не в постели. Моторчик в хвостике около основания обеспечитвает дополнительную стимуляцию промежности.Материал жидкий силикон полностью безопасен для тела и невероятно приятен наощупь.
";"WINYI";"Китай";"Shenzhen Winyi Technology Co., Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/d0f/65c98b48-b200-11e9-5795-0018fe336c50_101a42b2-ffc3-11e9-1989-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/5fc/65c98b48-b200-11e9-5795-0018fe336c50_1032e3da-ffc3-11e9-1989-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/d5d/65c98b48-b200-11e9-5795-0018fe336c50_10496d9e-ffc3-11e9-1989-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/ed1/65c98b48-b200-11e9-5795-0018fe336c50_105b8a1a-ffc3-11e9-1989-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/56c/65c98b48-b200-11e9-5795-0018fe336c50_1074ebae-ffc3-11e9-1989-0018fe336c50.jpg";"Зелёный";"";"Жидкий силикон";"Есть";"Есть";"IPX7";"Встроенный аккумулятор";"9.3";"7";"3.7";"3.5";"2.3";"3.2";"";"0.073";"240";"13.5";"11.5";"5";"";"";"";"3062.8";"3062.8";"77";"https://www.xmarket.ru/catalog/winyi_1/vibroprobka_dlya_nosheniya_s_pultom_ava_zhidkiy_silikon_usb_10_rezhimov_37x93_mm/"
"11a8ad40-b201-11e9-5795-0018fe336c50";"19417";"3498";"Анальные стимуляторы/WINYI";"WY0552-GR";"1658798464512";"Вибропробка с доп.стимуляцией с пультом Richard, жидкий силикон, USB, 10 режимов, 30x123 мм";"RichardВибратор подходит как для вагинального, так и для анального использования. Моторчик в отростке около основания вибратора обеспечивает дополнительную стимуляцию промежности или клитора, в зависимости от положения вибратора.
Материал жидкий силикон полностью безопасен для тела и невероятно приятен наощупь.";"WINYI";"Китай";"Shenzhen Winyi Technology Co., Ltd.";"Китай";"https://www.xmarket.ru/upload/iblock/9a4/11a8ad40-b201-11e9-5795-0018fe336c50_2a6a1b38-ffc3-11e9-1989-0018fe336c50.jpg";"https://www.xmarket.ru/upload/iblock/241/11a8ad40-b201-11e9-5795-0018fe336c50_2a862f3a-ffc3-11e9-1989-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/3e4/11a8ad40-b201-11e9-5795-0018fe336c50_2aa06670-ffc3-11e9-1989-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/8d8/11a8ad40-b201-11e9-5795-0018fe336c50_2ab8b068-ffc3-11e9-1989-0018fe336c50.jpg; https://www.xmarket.ru/upload/iblock/0fc/11a8ad40-b201-11e9-5795-0018fe336c50_2ace2966-ffc3-11e9-1989-0018fe336c50.jpg";"Зелёный";"";"Жидкий силикон";"Есть";"Есть";"IPX7";"Встроенный аккумулятор";"12.3";"10";"3";"3";"2.4";"2.8";"";"0.105";"306";"18.5";"12.5";"5";"";"";"";"3617.9";"3617.9";"21";"https://www.xmarket.ru/catalog/winyi_1/vibroprobka_s_dop_stimulyatsiey_s_pultom_richard_zhidkiy_silikon_usb_10_rezhimov_30x123_mm/"
